,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Family Size
572,1,1,1,36.0,0,0,26.3875,3,0
573,1,3,0,30.0,0,0,7.75,1,0
574,0,3,1,16.0,0,0,8.05,3,0
575,0,3,1,19.0,0,0,14.5,3,0
576,1,2,0,34.0,0,0,13.0,3,0
577,1,1,0,39.0,1,0,55.9,3,1
578,0,3,0,30.0,1,0,14.4583,2,1
579,1,3,1,32.0,0,0,7.925,3,0
580,1,2,0,25.0,1,1,30.0,3,2
581,1,1,0,39.0,1,1,110.8833,2,2
582,0,2,1,54.0,0,0,26.0,3,0
583,0,1,1,36.0,0,0,40.125,2,0
584,0,3,1,30.0,0,0,8.7125,2,0
585,1,1,0,18.0,0,2,79.65,3,2
586,0,2,1,47.0,0,0,15.0,3,0
587,1,1,1,60.0,1,1,79.2,2,2
588,0,3,1,22.0,0,0,8.05,3,0
589,0,3,1,30.0,0,0,8.05,3,0
590,0,3,1,35.0,0,0,7.125,3,0
591,1,1,0,52.0,1,0,78.2667,2,1
592,0,3,1,47.0,0,0,7.25,3,0
593,0,3,0,30.0,0,2,7.75,1,2
594,0,2,1,37.0,1,0,26.0,3,1
595,0,3,1,36.0,1,1,24.15,3,2
596,1,2,0,30.0,0,0,33.0,3,0
597,0,3,1,49.0,0,0,0.0,3,0
598,0,3,1,30.0,0,0,7.225,2,0
599,1,1,1,49.0,1,0,56.9292,2,1
600,1,2,0,24.0,2,1,27.0,3,3
601,0,3,1,30.0,0,0,7.8958,3,0
602,0,1,1,30.0,0,0,42.4,3,0
603,0,3,1,44.0,0,0,8.05,3,0
604,1,1,1,35.0,0,0,26.55,2,0
605,0,3,1,36.0,1,0,15.55,3,1
606,0,3,1,30.0,0,0,7.8958,3,0
607,1,1,1,27.0,0,0,30.5,3,0
608,1,2,0,22.0,1,2,41.5792,2,3
609,1,1,0,40.0,0,0,153.4625,3,0
610,0,3,0,39.0,1,5,31.275,3,6
611,0,3,1,30.0,0,0,7.05,3,0
612,1,3,0,30.0,1,0,15.5,1,1
613,0,3,1,30.0,0,0,7.75,1,0
614,0,3,1,35.0,0,0,8.05,3,0
615,1,2,0,24.0,1,2,65.0,3,3
616,0,3,1,34.0,1,1,14.4,3,2
617,0,3,0,26.0,1,0,16.1,3,1
618,1,2,0,4.0,2,1,39.0,3,3
619,0,2,1,26.0,0,0,10.5,3,0
620,0,3,1,27.0,1,0,14.4542,2,1
621,1,1,1,42.0,1,0,52.5542,3,1
622,1,3,1,20.0,1,1,15.7417,2,2
623,0,3,1,21.0,0,0,7.8542,3,0
624,0,3,1,21.0,0,0,16.1,3,0
625,0,1,1,61.0,0,0,32.3208,3,0
626,0,2,1,57.0,0,0,12.35,1,0
627,1,1,0,21.0,0,0,77.9583,3,0
628,0,3,1,26.0,0,0,7.8958,3,0
629,0,3,1,30.0,0,0,7.7333,1,0
630,1,1,1,80.0,0,0,30.0,3,0
631,0,3,1,51.0,0,0,7.0542,3,0
632,1,1,1,32.0,0,0,30.5,2,0
633,0,1,1,30.0,0,0,0.0,3,0
634,0,3,0,9.0,3,2,27.9,3,5
635,1,2,0,28.0,0,0,13.0,3,0
636,0,3,1,32.0,0,0,7.925,3,0
637,0,2,1,31.0,1,1,26.25,3,2
638,0,3,0,41.0,0,5,39.6875,3,5
639,0,3,1,30.0,1,0,16.1,3,1
640,0,3,1,20.0,0,0,7.8542,3,0
641,1,1,0,24.0,0,0,69.3,2,0
642,0,3,0,2.0,3,2,27.9,3,5
643,1,3,1,30.0,0,0,56.4958,3,0
644,1,3,0,1.0,2,1,19.2583,2,3
645,1,1,1,48.0,1,0,76.7292,2,1
646,0,3,1,19.0,0,0,7.8958,3,0
647,1,1,1,56.0,0,0,35.5,2,0
648,0,3,1,30.0,0,0,7.55,3,0
649,1,3,0,23.0,0,0,7.55,3,0
650,0,3,1,30.0,0,0,7.8958,3,0
651,1,2,0,18.0,0,1,23.0,3,1
652,0,3,1,21.0,0,0,8.4333,3,0
653,1,3,0,30.0,0,0,7.8292,1,0
654,0,3,0,18.0,0,0,6.75,1,0
655,0,2,1,24.0,2,0,73.5,3,2
656,0,3,1,30.0,0,0,7.8958,3,0
657,0,3,0,32.0,1,1,15.5,1,2
658,0,2,1,23.0,0,0,13.0,3,0
659,0,1,1,58.0,0,2,113.275,2,2
660,1,1,1,50.0,2,0,133.65,3,2
661,0,3,1,40.0,0,0,7.225,2,0
662,0,1,1,47.0,0,0,25.5875,3,0
663,0,3,1,36.0,0,0,7.4958,3,0
664,1,3,1,20.0,1,0,7.925,3,1
665,0,2,1,32.0,2,0,73.5,3,2
666,0,2,1,25.0,0,0,13.0,3,0
667,0,3,1,30.0,0,0,7.775,3,0
668,0,3,1,43.0,0,0,8.05,3,0
669,1,1,0,30.0,1,0,52.0,3,1
670,1,2,0,40.0,1,1,39.0,3,2
671,0,1,1,31.0,1,0,52.0,3,1
672,0,2,1,70.0,0,0,10.5,3,0
673,1,2,1,31.0,0,0,13.0,3,0
674,0,2,1,30.0,0,0,0.0,3,0
675,0,3,1,18.0,0,0,7.775,3,0
676,0,3,1,24.0,0,0,8.05,3,0
677,1,3,0,18.0,0,0,9.8417,3,0
678,0,3,0,43.0,1,6,46.9,3,7
679,1,1,1,36.0,0,1,512.3292,2,1
680,0,3,0,30.0,0,0,8.1375,1,0
681,1,1,1,27.0,0,0,76.7292,2,0
682,0,3,1,20.0,0,0,9.225,3,0
683,0,3,1,14.0,5,2,46.9,3,7
684,0,2,1,60.0,1,1,39.0,3,2
685,0,2,1,25.0,1,2,41.5792,2,3
686,0,3,1,14.0,4,1,39.6875,3,5
687,0,3,1,19.0,0,0,10.1708,3,0
688,0,3,1,18.0,0,0,7.7958,3,0
689,1,1,0,15.0,0,1,211.3375,3,1
690,1,1,1,31.0,1,0,57.0,3,1
691,1,3,0,4.0,0,1,13.4167,2,1
692,1,3,1,30.0,0,0,56.4958,3,0
693,0,3,1,25.0,0,0,7.225,2,0
694,0,1,1,60.0,0,0,26.55,3,0
695,0,2,1,52.0,0,0,13.5,3,0
696,0,3,1,44.0,0,0,8.05,3,0
697,1,3,0,30.0,0,0,7.7333,1,0
698,0,1,1,49.0,1,1,110.8833,2,2
699,0,3,1,42.0,0,0,7.65,3,0
700,1,1,0,18.0,1,0,227.525,2,1
701,1,1,1,35.0,0,0,26.2875,3,0
702,0,3,0,18.0,0,1,14.4542,2,1
703,0,3,1,25.0,0,0,7.7417,1,0
704,0,3,1,26.0,1,0,7.8542,3,1
705,0,2,1,39.0,0,0,26.0,3,0
706,1,2,0,45.0,0,0,13.5,3,0
707,1,1,1,42.0,0,0,26.2875,3,0
708,1,1,0,22.0,0,0,151.55,3,0
709,1,3,1,30.0,1,1,15.2458,2,2
710,1,1,0,24.0,0,0,49.5042,2,0
711,0,1,1,30.0,0,0,26.55,3,0
712,1,1,1,48.0,1,0,52.0,3,1
713,0,3,1,29.0,0,0,9.4833,3,0
714,0,2,1,52.0,0,0,13.0,3,0
715,0,3,1,19.0,0,0,7.65,3,0
716,1,1,0,38.0,0,0,227.525,2,0
717,1,2,0,27.0,0,0,10.5,3,0
718,0,3,1,30.0,0,0,15.5,1,0
719,0,3,1,33.0,0,0,7.775,3,0
720,1,2,0,6.0,0,1,33.0,3,1
721,0,3,1,17.0,1,0,7.0542,3,1
722,0,2,1,34.0,0,0,13.0,3,0
723,0,2,1,50.0,0,0,13.0,3,0
724,1,1,1,27.0,1,0,53.1,3,1
725,0,3,1,20.0,0,0,8.6625,3,0
726,1,2,0,30.0,3,0,21.0,3,3
727,1,3,0,30.0,0,0,7.7375,1,0
728,0,2,1,25.0,1,0,26.0,3,1
729,0,3,0,25.0,1,0,7.925,3,1
730,1,1,0,29.0,0,0,211.3375,3,0
731,0,3,1,11.0,0,0,18.7875,2,0
732,0,2,1,30.0,0,0,0.0,3,0
733,0,2,1,23.0,0,0,13.0,3,0
734,0,2,1,23.0,0,0,13.0,3,0
735,0,3,1,28.0,0,0,16.1,3,0
736,0,3,0,48.0,1,3,34.375,3,4
737,1,1,1,35.0,0,0,512.3292,2,0
738,0,3,1,30.0,0,0,7.8958,3,0
739,0,3,1,30.0,0,0,7.8958,3,0
740,1,1,1,30.0,0,0,30.0,3,0
741,0,1,1,36.0,1,0,78.85,3,1
742,1,1,0,21.0,2,2,262.375,2,4
743,0,3,1,24.0,1,0,16.1,3,1
744,1,3,1,31.0,0,0,7.925,3,0
745,0,1,1,70.0,1,1,71.0,3,2
746,0,3,1,16.0,1,1,20.25,3,2
747,1,2,0,30.0,0,0,13.0,3,0
748,0,1,1,19.0,1,0,53.1,3,1
749,0,3,1,31.0,0,0,7.75,1,0
750,1,2,0,4.0,1,1,23.0,3,2
751,1,3,1,6.0,0,1,12.475,3,1
752,0,3,1,33.0,0,0,9.5,3,0
753,0,3,1,23.0,0,0,7.8958,3,0
754,1,2,0,48.0,1,2,65.0,3,3
755,1,2,1,1.0,1,1,14.5,3,2
756,0,3,1,28.0,0,0,7.7958,3,0
757,0,2,1,18.0,0,0,11.5,3,0
758,0,3,1,34.0,0,0,8.05,3,0
759,1,1,0,33.0,0,0,86.5,3,0
760,0,3,1,30.0,0,0,14.5,3,0
761,0,3,1,41.0,0,0,7.125,3,0
762,1,3,1,20.0,0,0,7.2292,2,0
763,1,1,0,36.0,1,2,120.0,3,3
764,0,3,1,16.0,0,0,7.775,3,0
765,1,1,0,51.0,1,0,77.9583,3,1
766,0,1,1,30.0,0,0,39.6,2,0
767,0,3,0,30.0,0,0,7.75,1,0
768,0,3,1,30.0,1,0,24.15,1,1
769,0,3,1,32.0,0,0,8.3625,3,0
770,0,3,1,24.0,0,0,9.5,3,0
771,0,3,1,48.0,0,0,7.8542,3,0
772,0,2,0,57.0,0,0,10.5,3,0
773,0,3,1,30.0,0,0,7.225,2,0
774,1,2,0,54.0,1,3,23.0,3,4
775,0,3,1,18.0,0,0,7.75,3,0
776,0,3,1,30.0,0,0,7.75,1,0
777,1,3,0,5.0,0,0,12.475,3,0
778,0,3,1,30.0,0,0,7.7375,1,0
779,1,1,0,43.0,0,1,211.3375,3,1
780,1,3,0,13.0,0,0,7.2292,2,0
781,1,1,0,17.0,1,0,57.0,3,1
782,0,1,1,29.0,0,0,30.0,3,0
783,0,3,1,30.0,1,2,23.45,3,3
784,0,3,1,25.0,0,0,7.05,3,0
785,0,3,1,25.0,0,0,7.25,3,0
786,1,3,0,18.0,0,0,7.4958,3,0
787,0,3,1,8.0,4,1,29.125,1,5
788,1,3,1,1.0,1,2,20.575,3,3
789,0,1,1,46.0,0,0,79.2,2,0
790,0,3,1,30.0,0,0,7.75,1,0
791,0,2,1,16.0,0,0,26.0,3,0
792,0,3,0,30.0,8,2,69.55,3,10
793,0,1,1,30.0,0,0,30.6958,2,0
794,0,3,1,25.0,0,0,7.8958,3,0
795,0,2,1,39.0,0,0,13.0,3,0
796,1,1,0,49.0,0,0,25.9292,3,0
797,1,3,0,31.0,0,0,8.6833,3,0
798,0,3,1,30.0,0,0,7.2292,2,0
799,0,3,0,30.0,1,1,24.15,3,2
800,0,2,1,34.0,0,0,13.0,3,0
801,1,2,0,31.0,1,1,26.25,3,2
802,1,1,1,11.0,1,2,120.0,3,3
803,1,3,1,0.0,0,1,8.5167,2,1
804,1,3,1,27.0,0,0,6.975,3,0
805,0,3,1,31.0,0,0,7.775,3,0
806,0,1,1,39.0,0,0,0.0,3,0
807,0,3,0,18.0,0,0,7.775,3,0
808,0,2,1,39.0,0,0,13.0,3,0
809,1,1,0,33.0,1,0,53.1,3,1
810,0,3,1,26.0,0,0,7.8875,3,0
811,0,3,1,39.0,0,0,24.15,3,0
812,0,2,1,35.0,0,0,10.5,3,0
813,0,3,0,6.0,4,2,31.275,3,6
814,0,3,1,30.0,0,0,8.05,3,0
815,0,1,1,30.0,0,0,0.0,3,0
816,0,3,0,23.0,0,0,7.925,3,0
817,0,2,1,31.0,1,1,37.0042,2,2
818,0,3,1,43.0,0,0,6.45,3,0
819,0,3,1,10.0,3,2,27.9,3,5
820,1,1,0,52.0,1,1,93.5,3,2
821,1,3,1,27.0,0,0,8.6625,3,0
822,0,1,1,38.0,0,0,0.0,3,0
823,1,3,0,27.0,0,1,12.475,3,1
824,0,3,1,2.0,4,1,39.6875,3,5
825,0,3,1,30.0,0,0,6.95,1,0
826,0,3,1,30.0,0,0,56.4958,3,0
827,1,2,1,1.0,0,2,37.0042,2,2
828,1,3,1,30.0,0,0,7.75,1,0
829,1,1,0,62.0,0,0,80.0,3,0
830,1,3,0,15.0,1,0,14.4542,2,1
831,1,2,1,1.0,1,1,18.75,3,2
832,0,3,1,30.0,0,0,7.2292,2,0
833,0,3,1,23.0,0,0,7.8542,3,0
834,0,3,1,18.0,0,0,8.3,3,0
835,1,1,0,39.0,1,1,83.1583,2,2
836,0,3,1,21.0,0,0,8.6625,3,0
837,0,3,1,30.0,0,0,8.05,3,0
838,1,3,1,32.0,0,0,56.4958,3,0
839,1,1,1,30.0,0,0,29.7,2,0
840,0,3,1,20.0,0,0,7.925,3,0
841,0,2,1,16.0,0,0,10.5,3,0
842,1,1,0,30.0,0,0,31.0,2,0
843,0,3,1,34.0,0,0,6.4375,2,0
844,0,3,1,17.0,0,0,8.6625,3,0
845,0,3,1,42.0,0,0,7.55,3,0
846,0,3,1,30.0,8,2,69.55,3,10
847,0,3,1,35.0,0,0,7.8958,2,0
848,0,2,1,28.0,0,1,33.0,3,1
849,1,1,0,30.0,1,0,89.1042,2,1
850,0,3,1,4.0,4,2,31.275,3,6
851,0,3,1,74.0,0,0,7.775,3,0
852,0,3,0,9.0,1,1,15.2458,2,2
853,1,1,0,16.0,0,1,39.4,3,1
854,0,2,0,44.0,1,0,26.0,3,1
855,1,3,0,18.0,0,1,9.35,3,1
856,1,1,0,45.0,1,1,164.8667,3,2
857,1,1,1,51.0,0,0,26.55,3,0
858,1,3,0,24.0,0,3,19.2583,2,3
859,0,3,1,30.0,0,0,7.2292,2,0
860,0,3,1,41.0,2,0,14.1083,3,2
861,0,2,1,21.0,1,0,11.5,3,1
862,1,1,0,48.0,0,0,25.9292,3,0
863,0,3,0,30.0,8,2,69.55,3,10
864,0,2,1,24.0,0,0,13.0,3,0
865,1,2,0,42.0,0,0,13.0,3,0
866,1,2,0,27.0,1,0,13.8583,2,1
867,0,1,1,31.0,0,0,50.4958,3,0
868,0,3,1,30.0,0,0,9.5,3,0
869,1,3,1,4.0,1,1,11.1333,3,2
870,0,3,1,26.0,0,0,7.8958,3,0
871,1,1,0,47.0,1,1,52.5542,3,2
872,0,1,1,33.0,0,0,5.0,3,0
873,0,3,1,47.0,0,0,9.0,3,0
874,1,2,0,28.0,1,0,24.0,2,1
875,1,3,0,15.0,0,0,7.225,2,0
876,0,3,1,20.0,0,0,9.8458,3,0
877,0,3,1,19.0,0,0,7.8958,3,0
878,0,3,1,30.0,0,0,7.8958,3,0
879,1,1,0,56.0,0,1,83.1583,2,1
880,1,2,0,25.0,0,1,26.0,3,1
881,0,3,1,33.0,0,0,7.8958,3,0
882,0,3,0,22.0,0,0,10.5167,3,0
883,0,2,1,28.0,0,0,10.5,3,0
884,0,3,1,25.0,0,0,7.05,3,0
885,0,3,0,39.0,0,5,29.125,1,5
886,0,2,1,27.0,0,0,13.0,3,0
887,1,1,0,19.0,0,0,30.0,3,0
888,0,3,0,30.0,1,2,23.45,3,3
889,1,1,1,26.0,0,0,30.0,2,0
890,0,3,1,32.0,0,0,7.75,1,0
